n,sol_iteration,total_iterations,order_of_genes,fitness_val,execution_time,sol_chrom_json
8,7282,40320,"(1, 4, 0, 6, 3, 5, 7, 2)",15442.75,0.9128,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [14, 40, 22, 4, 28, 11, 8, 43], ""C"": [[-1.0, 15.0, 12.0, 14.0, 15.0, 8.5, 7.0, 8.0], [15.0, -1.0, 9.5, 7.5, 13.0, 6.0, 12.0, 16.5], [12.0, 9.5, -1.0, 13.0, 13.0, 17.0, 13.5, 18.0], [14.0, 7.5, 13.0, -1.0, 10.5, 14.0, 10.5, 20.0], [15.0, 13.0, 13.0, 10.5, -1.0, 12.5, 6.0, 6.5], [8.5, 6.0, 17.0, 14.0, 12.5, -1.0, 17.5, 14.5], [7.0, 12.0, 13.5, 10.5, 6.0, 17.5, -1.0, 8.0], [8.0, 16.5, 18.0, 20.0, 6.5, 14.5, 8.0, -1.0]]}"
8,29894,40320,"(5, 7, 3, 0, 4, 1, 6, 2)",37713.25,0.9537,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [37, 30, 41, 39, 25, 45, 49, 43], ""C"": [[-1.0, 15.5, 13.0, 12.0, 6.0, 12.0, 8.0, 19.5], [15.5, -1.0, 11.0, 6.5, 11.0, 13.0, 11.5, 8.0], [13.0, 11.0, -1.0, 13.0, 8.5, 11.5, 16.5, 12.0], [12.0, 6.5, 13.0, -1.0, 17.0, 13.5, 19.0, 13.5], [6.0, 11.0, 8.5, 17.0, -1.0, 9.0, 17.0, 19.0], [12.0, 13.0, 11.5, 13.5, 9.0, -1.0, 15.0, 12.5], [8.0, 11.5, 16.5, 19.0, 17.0, 15.0, -1.0, 7.5], [19.5, 8.0, 12.0, 13.5, 19.0, 12.5, 7.5, -1.0]]}"
8,3223,40320,"(0, 5, 3, 7, 2, 1, 4, 6)",30966.75,0.9106,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [49, 14, 47, 37, 40, 42, 31, 25], ""C"": [[-1.0, 9.5, 16.0, 16.0, 13.5, 5.5, 9.0, 20.0], [9.5, -1.0, 15.0, 9.0, 9.0, 6.0, 8.5, 16.0], [16.0, 15.0, -1.0, 11.0, 9.0, 7.5, 7.5, 11.5], [16.0, 9.0, 11.0, -1.0, 17.0, 15.5, 15.0, 10.5], [13.5, 9.0, 9.0, 17.0, -1.0, 10.5, 7.5, 13.0], [5.5, 6.0, 7.5, 15.5, 10.5, -1.0, 12.5, 10.5], [9.0, 8.5, 7.5, 15.0, 7.5, 12.5, -1.0, 12.5], [20.0, 16.0, 11.5, 10.5, 13.0, 10.5, 12.5, -1.0]]}"
8,20654,40320,"(4, 0, 6, 1, 5, 2, 7, 3)",15253.0,0.9419,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [17, 7, 15, 21, 47, 5, 12, 42], ""C"": [[-1.0, 13.5, 12.5, 15.5, 6.5, 18.0, 8.5, 14.0], [13.5, -1.0, 12.5, 13.5, 11.5, 14.5, 14.5, 14.0], [12.5, 12.5, -1.0, 14.5, 11.5, 5.5, 14.5, 14.0], [15.5, 13.5, 14.5, -1.0, 10.0, 13.0, 14.5, 8.0], [6.5, 11.5, 11.5, 10.0, -1.0, 13.0, 15.5, 12.0], [18.0, 14.5, 5.5, 13.0, 13.0, -1.0, 14.5, 10.0], [8.5, 14.5, 14.5, 14.5, 15.5, 14.5, -1.0, 15.0], [14.0, 14.0, 14.0, 8.0, 12.0, 10.0, 15.0, -1.0]]}"
8,8462,40320,"(1, 5, 6, 3, 4, 0, 7, 2)",27245.5,0.9278,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [17, 48, 34, 11, 15, 38, 26, 39], ""C"": [[-1.0, 10.5, 13.0, 12.0, 17.0, 14.0, 15.5, 18.5], [10.5, -1.0, 7.5, 15.5, 11.0, 9.0, 11.5, 16.0], [13.0, 7.5, -1.0, 18.5, 19.5, 8.0, 12.5, 16.0], [12.0, 15.5, 18.5, -1.0, 6.0, 9.5, 18.0, 15.0], [17.0, 11.0, 19.5, 6.0, -1.0, 12.5, 13.0, 13.0], [14.0, 9.0, 8.0, 9.5, 12.5, -1.0, 9.5, 12.5], [15.5, 11.5, 12.5, 18.0, 13.0, 9.5, -1.0, 12.0], [18.5, 16.0, 16.0, 15.0, 13.0, 12.5, 12.0, -1.0]]}"
8,23864,40320,"(4, 6, 0, 7, 2, 1, 5, 3)",22892.5,0.9196,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [32, 19, 12, 35, 44, 47, 37, 10], ""C"": [[-1.0, 16.0, 12.0, 7.0, 10.0, 5.5, 13.5, 10.0], [16.0, -1.0, 11.0, 13.5, 14.0, 10.5, 13.5, 12.5], [12.0, 11.0, -1.0, 10.5, 12.0, 11.5, 17.0, 17.5], [7.0, 13.5, 10.5, -1.0, 11.5, 12.5, 11.5, 9.5], [10.0, 14.0, 12.0, 11.5, -1.0, 7.0, 13.5, 7.0], [5.5, 10.5, 11.5, 12.5, 7.0, -1.0, 7.0, 12.0], [13.5, 13.5, 17.0, 11.5, 13.5, 7.0, -1.0, 15.0], [10.0, 12.5, 17.5, 9.5, 7.0, 12.0, 15.0, -1.0]]}"
8,5410,40320,"(1, 0, 5, 2, 4, 6, 7, 3)",38461.5,1.0418,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [36, 49, 27, 40, 30, 32, 34, 44], ""C"": [[-1.0, 11.5, 14.0, 15.0, 14.5, 15.0, 16.0, 15.0], [11.5, -1.0, 17.5, 12.5, 13.5, 14.5, 13.0, 13.0], [14.0, 17.5, -1.0, 16.0, 10.0, 10.0, 16.0, 8.0], [15.0, 12.5, 16.0, -1.0, 15.0, 7.5, 10.0, 19.0], [14.5, 13.5, 10.0, 15.0, -1.0, 15.5, 16.5, 13.0], [15.0, 14.5, 10.0, 7.5, 15.5, -1.0, 14.0, 10.5], [16.0, 13.0, 16.0, 10.0, 16.5, 14.0, -1.0, 12.5], [15.0, 13.0, 8.0, 19.0, 13.0, 10.5, 12.5, -1.0]]}"
8,14621,40320,"(2, 7, 1, 6, 0, 5, 3, 4)",23691.75,1.1770,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [14, 21, 46, 48, 26, 35, 13, 32], ""C"": [[-1.0, 12.0, 9.0, 11.5, 16.0, 14.0, 9.0, 12.0], [12.0, -1.0, 9.0, 11.0, 9.5, 11.0, 11.0, 11.0], [9.0, 9.0, -1.0, 19.5, 14.0, 15.0, 8.5, 11.5], [11.5, 11.0, 19.5, -1.0, 9.5, 10.0, 11.0, 13.0], [16.0, 9.5, 14.0, 9.5, -1.0, 16.5, 8.5, 12.0], [14.0, 11.0, 15.0, 10.0, 16.5, -1.0, 11.0, 10.5], [9.0, 11.0, 8.5, 11.0, 8.5, 11.0, -1.0, 17.0], [12.0, 11.0, 11.5, 13.0, 12.0, 10.5, 17.0, -1.0]]}"
8,3415,40320,"(0, 5, 6, 3, 2, 1, 4, 7)",21798.5,0.9540,"{""n"": 8, ""F"": [7, 6, 5, 4, 3, 2, 1, 0], ""L"": [45, 6, 44, 15, 29, 33, 17, 24], ""C"": [[-1.0, 15.5, 13.5, 16.5, 13.0, 11.5, 8.5, 8.5], [15.5, -1.0, 19.0, 14.5, 10.5, 9.5, 12.0, 17.5], [13.5, 19.0, -1.0, 12.0, 14.5, 7.0, 13.5, 16.0], [16.5, 14.5, 12.0, -1.0, 8.0, 16.5, 9.0, 13.0], [13.0, 10.5, 14.5, 8.0, -1.0, 12.5, 11.0, 9.5], [11.5, 9.5, 7.0, 16.5, 12.5, -1.0, 15.5, 10.0], [8.5, 12.0, 13.5, 9.0, 11.0, 15.5, -1.0, 17.5], [8.5, 17.5, 16.0, 13.0, 9.5, 10.0, 17.5, -1.0]]}"
9,255808,362880,"(6, 2, 7, 1, 5, 4, 3, 8, 0)",26141.0,11.265,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [39, 7, 30, 26, 8, 4, 40, 17, 48], ""C"": [[-1.0, 16.0, 11.5, 12.5, 15.0, 11.5, 10.5, 16.5, 9.0], [16.0, -1.0, 19.5, 19.5, 13.0, 10.0, 13.5, 11.0, 10.0], [11.5, 19.5, -1.0, 7.5, 11.5, 10.5, 8.5, 14.0, 11.5], [12.5, 19.5, 7.5, -1.0, 11.0, 13.0, 10.5, 12.0, 11.0], [15.0, 13.0, 11.5, 11.0, -1.0, 13.0, 13.0, 10.0, 7.5], [11.5, 10.0, 10.5, 13.0, 13.0, -1.0, 17.0, 9.5, 18.5], [10.5, 13.5, 8.5, 10.5, 13.0, 17.0, -1.0, 8.0, 16.0], [16.5, 11.0, 14.0, 12.0, 10.0, 9.5, 8.0, -1.0, 14.0], [9.0, 10.0, 11.5, 11.0, 7.5, 18.5, 16.0, 14.0, -1.0]]}"
9,280,362880,"(0, 1, 2, 5, 4, 7, 6, 8, 3)",33149.75,11.355,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [47, 25, 19, 30, 16, 17, 20, 15, 37], ""C"": [[-1.0, 10.5, 13.0, 17.0, 18.0, 7.5, 19.0, 14.5, 18.0], [10.5, -1.0, 15.5, 12.0, 12.5, 8.5, 13.0, 16.0, 11.5], [13.0, 15.5, -1.0, 19.0, 12.5, 8.5, 6.5, 10.0, 7.5], [17.0, 12.0, 19.0, -1.0, 17.5, 12.0, 14.5, 11.5, 17.0], [18.0, 12.5, 12.5, 17.5, -1.0, 9.0, 15.0, 14.5, 11.5], [7.5, 8.5, 8.5, 12.0, 9.0, -1.0, 12.5, 11.5, 14.0], [19.0, 13.0, 6.5, 14.5, 15.0, 12.5, -1.0, 13.5, 13.5], [14.5, 16.0, 10.0, 11.5, 14.5, 11.5, 13.5, -1.0, 13.0], [18.0, 11.5, 7.5, 17.0, 11.5, 14.0, 13.5, 13.0, -1.0]]}"
9,108236,362880,"(2, 6, 4, 1, 8, 7, 0, 5, 3)",30261.5,11.831,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [23, 12, 38, 29, 22, 30, 24, 14, 11], ""C"": [[-1.0, 16.0, 15.0, 9.0, 20.0, 10.0, 13.0, 12.0, 16.5], [16.0, -1.0, 6.0, 15.0, 13.5, 11.0, 18.0, 13.5, 15.5], [15.0, 6.0, -1.0, 9.5, 11.0, 12.5, 10.5, 19.5, 7.5], [9.0, 15.0, 9.5, -1.0, 16.0, 15.5, 9.0, 18.5, 11.0], [20.0, 13.5, 11.0, 16.0, -1.0, 14.0, 8.0, 6.5, 13.0], [10.0, 11.0, 12.5, 15.5, 14.0, -1.0, 11.0, 14.0, 15.0], [13.0, 18.0, 10.5, 9.0, 8.0, 11.0, -1.0, 16.5, 13.5], [12.0, 13.5, 19.5, 18.5, 6.5, 14.0, 16.5, -1.0, 13.0], [16.5, 15.5, 7.5, 11.0, 13.0, 15.0, 13.5, 13.0, -1.0]]}"
9,3041,362880,"(0, 1, 6, 3, 4, 7, 8, 2, 5)",40829.5,12.265,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [45, 42, 46, 21, 12, 29, 36, 18, 37], ""C"": [[-1.0, 10.5, 16.0, 8.5, 13.0, 17.0, 9.5, 13.5, 9.5], [10.5, -1.0, 12.0, 10.5, 8.5, 13.0, 10.5, 8.0, 17.0], [16.0, 12.0, -1.0, 11.5, 16.5, 11.0, 10.5, 15.5, 8.5], [8.5, 10.5, 11.5, -1.0, 17.5, 9.0, 10.0, 12.0, 17.0], [13.0, 8.5, 16.5, 17.5, -1.0, 15.0, 10.0, 15.5, 18.5], [17.0, 13.0, 11.0, 9.0, 15.0, -1.0, 19.0, 10.5, 17.5], [9.5, 10.5, 10.5, 10.0, 10.0, 19.0, -1.0, 13.0, 12.0], [13.5, 8.0, 15.5, 12.0, 15.5, 10.5, 13.0, -1.0, 8.5], [9.5, 17.0, 8.5, 17.0, 18.5, 17.5, 12.0, 8.5, -1.0]]}"
9,63561,362880,"(1, 5, 6, 2, 7, 3, 4, 0, 8)",33426.0,11.554,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [26, 43, 19, 11, 47, 31, 20, 4, 42], ""C"": [[-1.0, 10.5, 10.0, 16.5, 9.5, 15.0, 16.0, 17.5, 14.0], [10.5, -1.0, 9.0, 13.0, 13.0, 12.5, 12.0, 11.5, 9.0], [10.0, 9.0, -1.0, 14.0, 16.5, 11.0, 12.5, 9.5, 17.0], [16.5, 13.0, 14.0, -1.0, 17.5, 10.0, 19.0, 8.0, 11.5], [9.5, 13.0, 16.5, 17.5, -1.0, 16.0, 16.0, 11.5, 17.0], [15.0, 12.5, 11.0, 10.0, 16.0, -1.0, 11.0, 16.0, 11.0], [16.0, 12.0, 12.5, 19.0, 16.0, 11.0, -1.0, 15.0, 10.5], [17.5, 11.5, 9.5, 8.0, 11.5, 16.0, 15.0, -1.0, 8.5], [14.0, 9.0, 17.0, 11.5, 17.0, 11.0, 10.5, 8.5, -1.0]]}"
9,61023,362880,"(1, 5, 0, 7, 4, 6, 3, 2, 8)",30063.25,11.399,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [23, 39, 32, 48, 6, 38, 16, 13, 33], ""C"": [[-1.0, 15.0, 7.5, 10.5, 11.5, 6.0, 9.0, 7.5, 13.0], [15.0, -1.0, 14.0, 12.5, 8.0, 19.0, 14.5, 16.0, 13.5], [7.5, 14.0, -1.0, 10.0, 11.5, 13.5, 10.5, 13.0, 6.0], [10.5, 12.5, 10.0, -1.0, 15.0, 7.0, 16.0, 8.5, 10.5], [11.5, 8.0, 11.5, 15.0, -1.0, 12.0, 10.0, 10.5, 13.5], [6.0, 19.0, 13.5, 7.0, 12.0, -1.0, 14.5, 13.0, 6.5], [9.0, 14.5, 10.5, 16.0, 10.0, 14.5, -1.0, 18.5, 11.0], [7.5, 16.0, 13.0, 8.5, 10.5, 13.0, 18.5, -1.0, 14.0], [13.0, 13.5, 6.0, 10.5, 13.5, 6.5, 11.0, 14.0, -1.0]]}"
9,28652,362880,"(0, 6, 5, 7, 4, 8, 1, 3, 2)",37787.5,11.921,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [44, 25, 38, 47, 15, 30, 33, 17, 9], ""C"": [[-1.0, 11.0, 18.5, 19.5, 12.5, 10.5, 11.5, 15.5, 12.0], [11.0, -1.0, 16.5, 15.5, 14.0, 9.0, 7.5, 16.0, 8.5], [18.5, 16.5, -1.0, 13.0, 16.5, 16.5, 10.0, 12.0, 17.0], [19.5, 15.5, 13.0, -1.0, 6.5, 10.0, 15.5, 9.5, 15.0], [12.5, 14.0, 16.5, 6.5, -1.0, 12.0, 14.5, 17.5, 14.5], [10.5, 9.0, 16.5, 10.0, 12.0, -1.0, 13.5, 13.0, 19.5], [11.5, 7.5, 10.0, 15.5, 14.5, 13.5, -1.0, 16.0, 13.0], [15.5, 16.0, 12.0, 9.5, 17.5, 13.0, 16.0, -1.0, 18.0], [12.0, 8.5, 17.0, 15.0, 14.5, 19.5, 13.0, 18.0, -1.0]]}"
9,32052,362880,"(0, 7, 3, 5, 1, 4, 8, 6, 2)",40729.0,15.015,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [46, 9, 41, 26, 23, 11, 48, 40, 28], ""C"": [[-1.0, 15.0, 15.0, 6.5, 16.5, 14.5, 18.0, 14.5, 17.5], [15.0, -1.0, 9.0, 17.5, 13.5, 17.0, 16.0, 17.0, 13.0], [15.0, 9.0, -1.0, 13.5, 13.0, 8.0, 8.0, 16.0, 9.0], [6.5, 17.5, 13.5, -1.0, 13.5, 12.5, 11.0, 14.0, 13.0], [16.5, 13.5, 13.0, 13.5, -1.0, 15.5, 12.0, 11.0, 15.0], [14.5, 17.0, 8.0, 12.5, 15.5, -1.0, 14.0, 14.0, 14.0], [18.0, 16.0, 8.0, 11.0, 12.0, 14.0, -1.0, 11.0, 12.0], [14.5, 17.0, 16.0, 14.0, 11.0, 14.0, 11.0, -1.0, 10.5], [17.5, 13.0, 9.0, 13.0, 15.0, 14.0, 12.0, 10.5, -1.0]]}"
9,6678,362880,"(0, 2, 4, 3, 7, 1, 8, 6, 5)",29474.25,13.612,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [49, 10, 32, 12, 19, 30, 47, 9, 18], ""C"": [[-1.0, 14.0, 13.5, 10.5, 13.5, 14.0, 13.5, 10.0, 11.0], [14.0, -1.0, 15.0, 17.5, 13.0, 11.5, 13.5, 11.0, 7.5], [13.5, 15.0, -1.0, 8.5, 14.5, 17.5, 10.0, 19.5, 16.0], [10.5, 17.5, 8.5, -1.0, 7.0, 12.0, 11.0, 18.0, 10.5], [13.5, 13.0, 14.5, 7.0, -1.0, 14.5, 19.0, 11.5, 16.5], [14.0, 11.5, 17.5, 12.0, 14.5, -1.0, 9.0, 13.5, 16.5], [13.5, 13.5, 10.0, 11.0, 19.0, 9.0, -1.0, 16.5, 14.5], [10.0, 11.0, 19.5, 18.0, 11.5, 13.5, 16.5, -1.0, 17.0], [11.0, 7.5, 16.0, 10.5, 16.5, 16.5, 14.5, 17.0, -1.0]]}"
9,295466,362880,"(7, 2, 5, 3, 1, 0, 4, 8, 6)",21641.5,11.894,"{""n"": 9, ""F"": [8, 7, 6, 5, 4, 3, 2, 1, 0], ""L"": [12, 4, 19, 6, 18, 14, 30, 48, 32], ""C"": [[-1.0, 6.5, 14.5, 19.0, 16.5, 9.5, 11.5, 7.5, 15.0], [6.5, -1.0, 16.0, 13.0, 12.0, 8.5, 8.0, 9.0, 17.0], [14.5, 16.0, -1.0, 14.5, 10.5, 19.0, 12.5, 14.0, 9.0], [19.0, 13.0, 14.5, -1.0, 13.0, 15.5, 15.5, 9.0, 12.0], [16.5, 12.0, 10.5, 13.0, -1.0, 12.0, 9.5, 17.5, 7.5], [9.5, 8.5, 19.0, 15.5, 12.0, -1.0, 10.5, 10.5, 15.0], [11.5, 8.0, 12.5, 15.5, 9.5, 10.5, -1.0, 9.0, 13.0], [7.5, 9.0, 14.0, 9.0, 17.5, 10.5, 9.0, -1.0, 7.5], [15.0, 17.0, 9.0, 12.0, 7.5, 15.0, 13.0, 7.5, -1.0]]}"
10,392914,1000000,"(1, 0, 7, 9, 6, 3, 4, 5, 8, 2)",53246.5,40.706,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [44, 45, 37, 8, 17, 30, 9, 36, 47, 25], ""C"": [[-1.0, 7.0, 20.0, 14.0, 15.5, 13.0, 8.5, 13.5, 9.5, 12.0], [7.0, -1.0, 12.5, 12.5, 12.0, 13.5, 14.0, 17.5, 17.5, 10.5], [20.0, 12.5, -1.0, 15.5, 13.5, 13.0, 15.5, 10.0, 16.0, 9.5], [14.0, 12.5, 15.5, -1.0, 12.5, 14.0, 6.0, 12.5, 15.0, 11.0], [15.5, 12.0, 13.5, 12.5, -1.0, 14.5, 12.0, 12.5, 10.5, 19.0], [13.0, 13.5, 13.0, 14.0, 14.5, -1.0, 8.5, 14.5, 16.5, 17.0], [8.5, 14.0, 15.5, 6.0, 12.0, 8.5, -1.0, 7.0, 11.0, 16.0], [13.5, 17.5, 10.0, 12.5, 12.5, 14.5, 7.0, -1.0, 19.5, 14.5], [9.5, 17.5, 16.0, 15.0, 10.5, 16.5, 11.0, 19.5, -1.0, 10.5], [12.0, 10.5, 9.5, 11.0, 19.0, 17.0, 16.0, 14.5, 10.5, -1.0]]}"
10,41095,1000000,"(0, 2, 1, 4, 3, 7, 6, 5, 8, 9)",50230.75,42.524,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [41, 36, 37, 16, 19, 26, 48, 14, 45, 31], ""C"": [[-1.0, 9.5, 14.5, 13.5, 14.0, 9.0, 15.0, 11.0, 7.0, 6.5], [9.5, -1.0, 10.0, 13.5, 14.5, 11.5, 6.5, 9.0, 16.0, 9.0], [14.5, 10.0, -1.0, 13.0, 9.0, 12.5, 16.5, 11.5, 16.5, 9.5], [13.5, 13.5, 13.0, -1.0, 17.0, 8.0, 13.0, 7.5, 13.0, 13.5], [14.0, 14.5, 9.0, 17.0, -1.0, 16.5, 15.0, 15.5, 11.5, 7.5], [9.0, 11.5, 12.5, 8.0, 16.5, -1.0, 13.5, 15.5, 14.0, 5.5], [15.0, 6.5, 16.5, 13.0, 15.0, 13.5, -1.0, 16.5, 15.5, 11.5], [11.0, 9.0, 11.5, 7.5, 15.5, 15.5, 16.5, -1.0, 10.0, 15.5], [7.0, 16.0, 16.5, 13.0, 11.5, 14.0, 15.5, 10.0, -1.0, 10.5], [6.5, 9.0, 9.5, 13.5, 7.5, 5.5, 11.5, 15.5, 10.5, -1.0]]}"
10,911775,1000000,"(2, 5, 6, 9, 3, 0, 7, 4, 1, 8)",52080.0,41.234,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [4, 35, 45, 16, 49, 36, 29, 27, 39, 17], ""C"": [[-1.0, 17.5, 13.0, 8.0, 12.5, 12.0, 17.0, 8.5, 7.5, 11.0], [17.5, -1.0, 7.0, 14.0, 13.5, 16.0, 20.0, 12.0, 18.5, 13.5], [13.0, 7.0, -1.0, 14.5, 13.0, 13.0, 14.0, 14.0, 14.5, 9.5], [8.0, 14.0, 14.5, -1.0, 11.5, 11.5, 15.0, 6.5, 12.0, 18.5], [12.5, 13.5, 13.0, 11.5, -1.0, 10.0, 15.0, 15.0, 16.5, 13.0], [12.0, 16.0, 13.0, 11.5, 10.0, -1.0, 10.0, 11.5, 10.0, 14.5], [17.0, 20.0, 14.0, 15.0, 15.0, 10.0, -1.0, 12.0, 8.0, 15.0], [8.5, 12.0, 14.0, 6.5, 15.0, 11.5, 12.0, -1.0, 12.5, 14.5], [7.5, 18.5, 14.5, 12.0, 16.5, 10.0, 8.0, 12.5, -1.0, 14.0], [11.0, 13.5, 9.5, 18.5, 13.0, 14.5, 15.0, 14.5, 14.0, -1.0]]}"
10,942592,1000000,"(2, 6, 4, 0, 1, 9, 7, 5, 8, 3)",42403.25,41.018,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [13, 11, 18, 37, 24, 28, 33, 20, 44, 9], ""C"": [[-1.0, 15.0, 20.0, 14.5, 17.5, 6.0, 9.5, 9.0, 16.0, 14.0], [15.0, -1.0, 14.5, 10.5, 17.0, 11.5, 15.0, 17.0, 14.0, 15.5], [20.0, 14.5, -1.0, 11.5, 7.0, 11.5, 9.5, 13.0, 5.5, 16.0], [14.5, 10.5, 11.5, -1.0, 16.5, 11.5, 14.0, 12.5, 7.5, 9.5], [17.5, 17.0, 7.0, 16.5, -1.0, 7.5, 16.0, 15.0, 7.5, 13.5], [6.0, 11.5, 11.5, 11.5, 7.5, -1.0, 12.5, 7.5, 17.0, 12.0], [9.5, 15.0, 9.5, 14.0, 16.0, 12.5, -1.0, 16.0, 17.0, 15.0], [9.0, 17.0, 13.0, 12.5, 15.0, 7.5, 16.0, -1.0, 9.5, 7.0], [16.0, 14.0, 5.5, 7.5, 7.5, 17.0, 17.0, 9.5, -1.0, 17.0], [14.0, 15.5, 16.0, 9.5, 13.5, 12.0, 15.0, 7.0, 17.0, -1.0]]}"
10,955827,1000000,"(2, 6, 7, 5, 4, 1, 0, 8, 3, 9)",60486.75,41.313,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [28, 8, 36, 39, 22, 23, 40, 38, 42, 41], ""C"": [[-1.0, 13.0, 17.0, 17.5, 19.0, 15.5, 12.5, 11.0, 5.5, 11.0], [13.0, -1.0, 12.0, 15.0, 11.5, 13.5, 16.5, 18.0, 10.0, 19.5], [17.0, 12.0, -1.0, 19.5, 10.5, 10.5, 13.5, 18.0, 6.0, 11.0], [17.5, 15.0, 19.5, -1.0, 12.5, 14.0, 8.5, 14.5, 6.5, 17.0], [19.0, 11.5, 10.5, 12.5, -1.0, 13.0, 17.0, 13.5, 19.0, 7.0], [15.5, 13.5, 10.5, 14.0, 13.0, -1.0, 18.0, 16.5, 12.5, 9.0], [12.5, 16.5, 13.5, 8.5, 17.0, 18.0, -1.0, 8.5, 14.5, 13.0], [11.0, 18.0, 18.0, 14.5, 13.5, 16.5, 8.5, -1.0, 11.0, 17.0], [5.5, 10.0, 6.0, 6.5, 19.0, 12.5, 14.5, 11.0, -1.0, 11.5], [11.0, 19.5, 11.0, 17.0, 7.0, 9.0, 13.0, 17.0, 11.5, -1.0]]}"
10,198256,1000000,"(0, 5, 9, 3, 4, 1, 7, 6, 8, 2)",35266.0,42.204,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [34, 5, 31, 9, 6, 30, 28, 20, 46, 25], ""C"": [[-1.0, 14.0, 15.0, 17.0, 13.5, 6.5, 14.5, 16.5, 10.0, 16.0], [14.0, -1.0, 12.5, 10.0, 15.5, 16.0, 12.5, 12.0, 5.5, 16.0], [15.0, 12.5, -1.0, 12.0, 15.5, 10.0, 11.5, 8.0, 10.5, 8.0], [17.0, 10.0, 12.0, -1.0, 9.5, 8.0, 15.5, 9.0, 11.5, 10.5], [13.5, 15.5, 15.5, 9.5, -1.0, 12.5, 9.0, 10.0, 12.0, 12.5], [6.5, 16.0, 10.0, 8.0, 12.5, -1.0, 13.5, 9.0, 9.5, 13.0], [14.5, 12.5, 11.5, 15.5, 9.0, 13.5, -1.0, 5.5, 7.0, 8.5], [16.5, 12.0, 8.0, 9.0, 10.0, 9.0, 5.5, -1.0, 13.0, 10.5], [10.0, 5.5, 10.5, 11.5, 12.0, 9.5, 7.0, 13.0, -1.0, 8.0], [16.0, 16.0, 8.0, 10.5, 12.5, 13.0, 8.5, 10.5, 8.0, -1.0]]}"
10,607147,1000000,"(1, 7, 0, 5, 3, 6, 9, 2, 4, 8)",39559.0,40.862,"{""n"": 10, ""F"": [2, 7, 8, 3, 9, 1, 5, 4, 6, 0], ""L"": [18, 43, 46, 4, 32, 13, 10, 42, 17, 20], ""C"": [[-1.0, 10.0, 10.0, 10.5, 13.0, 12.5, 14.5, 16.0, 12.0, 12.5], [10.0, -1.0, 9.0, 15.5, 18.0, 12.5, 13.0, 16.0, 15.5, 12.5], [10.0, 9.0, -1.0, 7.5, 17.5, 8.0, 12.0, 12.5, 18.5, 10.0], [10.5, 15.5, 7.5, -1.0, 9.0, 16.5, 7.5, 12.5, 12.0, 12.0], [13.0, 18.0, 17.5, 9.0, -1.0, 19.0, 7.5, 12.0, 9.5, 13.0], [12.5, 12.5, 8.0, 16.5, 19.0, -1.0, 11.0, 14.0, 14.0, 16.5], [14.5, 13.0, 12.0, 7.5, 7.5, 11.0, -1.0, 13.5, 7.5, 9.0], [16.0, 16.0, 12.5, 12.5, 12.0, 14.0, 13.5, -1.0, 14.5, 17.0], [12.0, 15.5, 18.5, 12.0, 9.5, 14.0, 7.5, 14.5, -1.0, 10.5], [12.5, 12.5, 10.0, 12.0, 13.0, 16.5, 9.0, 17.0, 10.5, -1.0]]}"
